device_id,device_type,data_type,location_type,access_frequency,user_consent,network_security_level,data_sensitivity,encryption_level,retention_period,data_volume,access_pattern,last_audit_days,data_anonymization,data_pseudonymization,data_minimization,purpose_limitation,storage_duration,data_sharing,compliance_status,security_incidents,privacy_impact_assessment,data_protection_officer,risk_level
device_689,wearable,video,private_space,98,True,4,4,2,189,236,regular,47,True,False,True,True,69,internal,partially_compliant,0,False,True,3
device_690,sensor,pressure,private_space,12,True,4,2,2,300,944,burst,40,True,True,True,False,255,none,non_compliant,3,True,True,3
device_691,actuator,health,public_space,56,True,4,5,1,43,280,regular,67,False,True,False,False,351,internal,non_compliant,3,True,True,4
device_692,gateway,humidity,private_space,60,True,4,5,2,109,535,irregular,34,False,False,False,True,284,none,non_compliant,0,True,True,3
device_693,actuator,video,semi_public,53,True,5,2,2,10,134,irregular,3,True,True,False,False,8,none,partially_compliant,2,True,False,3
device_694,actuator,audio,private_space,20,True,4,5,2,303,502,regular,84,True,False,False,True,227,none,compliant,0,True,True,3
device_695,gateway,pressure,semi_public,1,True,2,3,3,362,371,regular,1,False,False,False,False,172,none,partially_compliant,4,True,False,3
device_696,gateway,temperature,semi_public,40,True,5,2,1,282,445,burst,81,True,True,True,False,200,internal,non_compliant,0,True,True,2
device_697,gateway,temperature,private_space,8,False,3,5,1,285,145,burst,81,False,True,True,True,109,internal,compliant,0,False,True,3
device_698,gateway,health,semi_public,51,False,3,5,1,316,819,regular,79,True,False,False,False,150,internal,compliant,2,True,False,4
device_699,wearable,location,public_space,30,False,5,2,3,317,154,regular,20,False,True,False,True,272,none,compliant,1,True,False,3
device_700,gateway,audio,private_space,10,True,2,3,2,86,870,regular,52,True,False,True,True,146,none,compliant,1,True,True,3
device_701,sensor,humidity,semi_public,52,False,2,3,3,265,684,burst,50,False,True,True,True,196,none,compliant,1,True,True,2
device_702,gateway,temperature,restricted,70,False,4,1,3,311,808,regular,52,False,True,True,True,134,internal,partially_compliant,3,True,True,3
device_703,wearable,video,restricted,50,False,5,3,3,186,163,burst,53,False,True,False,True,352,internal,partially_compliant,0,False,True,4
device_704,camera,video,semi_public,20,False,3,5,3,7,874,burst,25,True,True,False,True,357,none,compliant,1,False,True,3
device_705,wearable,location,private_space,4,True,4,2,3,293,172,burst,56,True,False,False,True,105,external,partially_compliant,0,True,False,3
device_706,wearable,temperature,private_space,23,False,5,5,2,310,38,burst,53,True,True,True,True,72,external,compliant,4,True,True,3
device_707,wearable,identification,private_space,40,True,5,5,2,361,118,regular,50,True,False,False,False,285,none,compliant,4,True,False,4
device_708,wearable,temperature,private_space,62,False,3,1,1,6,891,burst,63,True,False,True,True,130,internal,partially_compliant,0,True,True,3
device_709,actuator,audio,private_space,26,True,1,5,3,306,335,irregular,20,True,True,False,False,196,internal,compliant,1,False,True,3
device_710,wearable,identification,restricted,53,True,5,4,3,89,240,burst,84,False,False,False,True,285,none,compliant,2,False,False,4
device_711,camera,identification,public_space,35,True,4,3,2,328,557,regular,68,True,True,True,False,305,external,compliant,2,False,True,3
device_712,actuator,health,semi_public,67,True,1,2,1,197,75,irregular,73,True,False,False,True,91,internal,partially_compliant,0,True,True,3
device_713,wearable,temperature,private_space,63,False,4,2,2,37,147,irregular,3,True,True,True,True,93,internal,non_compliant,0,True,True,2
device_714,gateway,location,restricted,85,False,5,5,3,332,933,regular,61,False,True,True,True,344,none,non_compliant,3,False,True,4
device_715,wearable,identification,restricted,56,True,2,3,3,307,331,burst,47,True,True,False,True,60,none,compliant,0,True,True,3
device_716,wearable,location,restricted,76,False,2,2,2,288,193,irregular,46,True,True,True,True,191,internal,partially_compliant,0,True,True,3
device_717,camera,video,public_space,25,True,4,5,1,238,245,regular,60,False,False,True,True,171,internal,compliant,2,True,True,3
device_718,actuator,audio,public_space,51,True,1,1,2,161,918,burst,59,True,False,False,True,149,internal,compliant,0,True,True,3
device_719,actuator,video,private_space,61,False,1,1,3,64,457,burst,75,False,False,True,True,292,none,partially_compliant,2,True,True,3
device_720,gateway,audio,semi_public,64,False,2,4,3,137,722,burst,7,True,True,False,True,210,none,compliant,3,True,True,3
device_721,actuator,location,public_space,37,True,2,4,1,223,547,regular,67,True,True,False,True,73,external,compliant,2,False,True,4
device_722,gateway,video,private_space,75,True,2,2,2,280,798,regular,65,False,True,True,False,9,internal,compliant,3,False,True,4
device_723,sensor,identification,public_space,76,True,1,3,1,205,272,burst,8,True,False,False,True,151,internal,partially_compliant,1,True,True,3
device_724,sensor,health,restricted,25,False,4,4,1,121,168,irregular,47,True,True,True,False,131,internal,compliant,3,True,True,3
device_725,actuator,health,private_space,59,True,1,3,3,19,104,regular,7,False,True,True,True,132,external,compliant,4,True,False,3
device_726,sensor,location,private_space,22,True,4,5,2,78,690,burst,63,False,False,False,True,95,internal,partially_compliant,3,True,True,4
device_727,gateway,location,public_space,34,True,1,3,3,142,379,irregular,14,True,False,False,True,35,none,compliant,0,True,True,3
device_728,actuator,pressure,private_space,46,True,2,5,3,212,497,irregular,8,True,True,False,False,253,internal,compliant,2,True,False,3
device_729,actuator,video,private_space,14,True,4,4,1,357,544,irregular,9,True,False,True,True,96,none,partially_compliant,1,True,True,3
device_730,actuator,identification,public_space,33,True,2,1,1,196,751,irregular,33,True,True,False,True,197,external,compliant,1,True,True,3
device_731,actuator,audio,semi_public,66,False,2,2,3,358,43,regular,87,False,True,True,True,220,internal,compliant,1,True,True,3
device_732,camera,health,semi_public,89,False,1,1,2,351,931,regular,70,True,True,True,True,43,internal,partially_compliant,1,False,False,3
device_733,camera,pressure,public_space,1,True,4,1,2,219,299,burst,16,True,True,False,False,207,internal,compliant,3,False,False,3
device_734,camera,health,restricted,22,False,1,4,1,198,412,irregular,40,True,True,True,True,213,external,compliant,0,False,True,4
device_735,sensor,identification,private_space,32,True,4,1,1,307,54,burst,29,False,True,True,False,4,none,partially_compliant,0,False,True,3
device_736,wearable,location,private_space,85,True,3,3,3,282,133,regular,7,True,True,True,True,315,none,partially_compliant,4,False,True,3
device_737,wearable,audio,private_space,12,True,3,4,1,123,667,regular,62,False,True,True,True,8,none,compliant,1,True,True,3
device_738,wearable,audio,restricted,17,True,1,5,1,48,803,burst,37,True,False,True,True,146,none,compliant,1,False,True,4
device_739,wearable,humidity,semi_public,82,False,1,2,2,81,402,regular,9,True,False,False,True,259,internal,partially_compliant,0,True,False,3
device_740,camera,video,private_space,50,False,5,2,3,99,448,irregular,29,True,False,True,True,319,internal,partially_compliant,0,False,False,3
device_741,camera,humidity,public_space,1,True,5,5,2,252,862,burst,88,True,True,False,True,293,internal,compliant,0,True,True,2
device_742,camera,temperature,semi_public,28,False,4,3,2,320,514,irregular,23,True,True,True,True,279,internal,compliant,1,True,True,2
device_743,wearable,pressure,restricted,11,True,2,5,2,320,588,irregular,16,False,False,False,True,251,internal,compliant,4,True,True,4
device_744,gateway,video,public_space,33,False,2,2,3,319,178,regular,55,False,False,True,True,280,none,partially_compliant,4,True,True,3
device_745,sensor,humidity,public_space,51,True,3,1,3,340,757,irregular,79,False,True,True,True,206,external,partially_compliant,1,False,True,2
device_746,actuator,temperature,public_space,83,True,5,3,2,124,578,irregular,40,False,True,True,True,286,internal,non_compliant,3,True,False,3
device_747,camera,temperature,private_space,15,True,1,5,3,266,32,burst,3,False,False,True,True,296,external,compliant,4,True,True,4
device_748,actuator,location,restricted,11,True,5,4,2,154,176,regular,19,True,True,False,True,325,internal,compliant,1,True,True,3
device_749,sensor,pressure,private_space,88,True,5,4,1,275,86,burst,28,True,True,True,True,309,none,compliant,4,True,True,2
device_750,gateway,identification,public_space,23,False,3,2,1,138,489,irregular,56,False,True,True,False,80,none,non_compliant,3,True,True,4
device_751,gateway,identification,semi_public,24,False,1,5,2,140,199,regular,15,True,True,True,False,238,none,compliant,2,True,True,3
device_752,camera,pressure,semi_public,83,True,5,3,1,89,865,burst,79,False,True,True,False,142,external,partially_compliant,2,True,True,3
device_753,camera,temperature,semi_public,24,False,5,2,1,2,275,regular,78,False,True,True,True,75,external,compliant,2,True,True,3
device_754,wearable,temperature,restricted,47,True,1,1,2,141,918,burst,45,True,True,False,False,274,internal,compliant,3,True,False,3
device_755,actuator,audio,restricted,10,False,1,4,1,97,989,irregular,59,True,False,False,True,220,internal,partially_compliant,4,False,True,4
device_756,camera,location,private_space,37,False,1,4,2,122,586,regular,12,True,True,True,True,249,none,compliant,3,True,True,3
device_757,sensor,pressure,semi_public,57,True,3,2,2,20,273,burst,49,True,True,True,True,203,external,compliant,4,False,True,3
device_758,gateway,health,semi_public,50,True,2,4,3,216,280,burst,9,True,False,True,True,54,internal,compliant,4,True,True,3
device_759,sensor,humidity,public_space,26,False,4,1,1,9,449,regular,83,False,True,False,True,182,internal,compliant,0,True,True,2
device_760,sensor,video,semi_public,50,True,1,4,2,60,701,burst,63,True,True,True,True,328,none,non_compliant,2,True,True,3
device_761,sensor,temperature,semi_public,28,True,4,1,1,157,449,regular,7,True,True,True,False,24,internal,compliant,3,False,True,2
device_762,gateway,humidity,public_space,64,True,5,5,3,8,443,irregular,47,True,True,True,True,35,internal,compliant,2,True,True,2
device_763,wearable,location,public_space,55,True,3,5,2,311,164,burst,58,True,True,False,False,125,internal,partially_compliant,2,False,True,4
device_764,actuator,location,private_space,38,True,3,3,3,241,602,burst,46,False,True,True,True,310,internal,compliant,4,True,True,3
device_765,camera,humidity,restricted,79,True,3,1,1,186,456,irregular,24,True,True,True,True,246,external,compliant,1,False,True,3
device_766,sensor,pressure,semi_public,55,True,3,2,1,136,272,irregular,13,True,True,False,True,30,internal,partially_compliant,2,False,True,2
device_767,actuator,video,public_space,71,False,2,3,3,5,469,burst,34,True,True,True,True,82,internal,compliant,0,False,True,3
device_768,gateway,humidity,public_space,1,False,4,3,2,306,652,irregular,6,False,True,True,True,103,none,compliant,3,True,True,2
device_769,camera,health,semi_public,44,True,3,1,1,127,910,regular,40,True,False,True,True,181,internal,compliant,0,True,False,2
device_770,actuator,location,semi_public,27,True,3,2,1,114,946,regular,80,True,False,False,False,301,internal,non_compliant,3,True,True,4
device_771,camera,location,restricted,12,True,2,3,2,306,970,irregular,39,False,True,False,True,320,external,partially_compliant,3,True,True,4
device_772,sensor,temperature,public_space,30,True,5,3,2,319,12,regular,86,False,False,False,False,183,internal,compliant,0,False,False,3
device_773,camera,audio,semi_public,87,True,1,2,3,225,236,irregular,70,True,True,True,False,359,none,compliant,2,True,True,3
device_774,wearable,pressure,semi_public,60,True,1,5,3,86,760,irregular,52,False,False,True,True,343,internal,non_compliant,0,False,True,3
device_775,camera,temperature,private_space,14,False,2,5,2,105,864,irregular,3,True,True,True,True,8,internal,compliant,0,True,False,3
device_776,wearable,audio,restricted,81,False,1,4,3,350,477,irregular,65,False,True,True,True,277,internal,compliant,3,True,True,4
device_777,actuator,temperature,public_space,65,True,4,4,1,357,870,regular,69,False,False,True,True,305,external,compliant,3,True,True,3
device_778,camera,video,public_space,28,False,4,1,2,186,540,regular,10,True,True,True,True,205,internal,compliant,1,True,True,2
device_779,wearable,pressure,private_space,34,True,5,2,2,55,980,irregular,68,False,True,True,True,316,none,compliant,4,True,True,2
device_780,gateway,video,restricted,84,False,1,5,3,84,928,irregular,78,True,False,True,True,244,none,partially_compliant,1,True,True,4
device_781,wearable,identification,semi_public,42,False,2,4,1,204,907,burst,23,True,False,True,True,134,external,compliant,3,True,False,4
device_782,sensor,video,semi_public,21,True,3,5,1,18,195,regular,63,False,True,True,True,364,none,partially_compliant,0,True,True,3
device_783,sensor,identification,restricted,83,True,4,5,3,352,426,burst,9,True,False,True,False,316,none,compliant,3,False,False,3
device_784,wearable,identification,semi_public,43,True,5,2,1,201,662,regular,39,True,True,True,True,247,none,non_compliant,3,False,True,3
device_785,gateway,identification,semi_public,82,True,3,5,3,224,642,irregular,23,True,True,False,True,281,external,non_compliant,2,True,True,4
device_786,gateway,temperature,private_space,44,False,2,4,3,309,134,burst,46,False,False,True,True,176,none,compliant,0,False,False,3
device_787,gateway,pressure,restricted,48,True,3,1,1,226,437,regular,72,False,True,True,True,101,internal,compliant,1,True,True,2
device_788,wearable,health,restricted,80,False,3,5,1,99,268,regular,64,True,False,False,True,188,internal,compliant,1,True,False,4
device_789,camera,pressure,restricted,68,True,5,4,1,104,538,irregular,13,False,False,True,True,201,none,compliant,2,True,True,3
device_790,gateway,identification,restricted,24,True,2,3,1,72,458,burst,48,True,False,True,True,21,external,compliant,2,False,True,4
device_791,camera,identification,restricted,14,True,4,3,3,115,745,regular,2,True,False,False,True,229,none,partially_compliant,1,False,True,3
device_792,camera,temperature,semi_public,50,True,2,4,2,43,945,burst,75,False,True,True,True,212,external,compliant,1,True,True,3
device_793,camera,pressure,restricted,34,True,3,3,2,198,968,regular,27,True,False,True,False,221,internal,compliant,0,True,True,2
device_794,gateway,audio,private_space,55,True,1,2,1,295,813,regular,39,False,True,False,True,1,none,partially_compliant,0,False,True,3
device_795,actuator,health,restricted,35,False,5,2,1,213,485,burst,3,True,True,False,False,259,external,partially_compliant,3,True,True,4
device_796,sensor,audio,semi_public,13,True,4,3,1,272,338,regular,88,True,False,False,True,217,none,compliant,0,True,True,2
device_797,sensor,humidity,private_space,86,False,4,4,2,178,789,regular,70,False,False,True,True,194,internal,partially_compliant,4,False,True,3
device_798,wearable,location,private_space,34,False,2,4,1,31,631,irregular,74,False,False,True,True,135,external,compliant,3,True,True,4
device_799,camera,humidity,semi_public,81,False,4,4,1,12,923,burst,66,False,True,False,True,338,internal,non_compliant,2,True,True,4
